13:39:22:089 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:195 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:195 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:195 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:198 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:204 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:215 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:245 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
