12:44:34:654 -> 0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:22:945 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=15.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:23:139 -> 803464,500,S0=45.68 mA, S1=127.87 mA, S2=104.37 mA, S3=133.40 mA, S4=66.45 mA
12:55:23:144 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=15.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:23:339 -> 803664,500,S0=68.43 mA, S1=124.72 mA, S2=104.72 mA, S3=86.62 mA, S4=65.85 mA
12:55:23:344 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:23:539 -> 803864,500,S0=49.10 mA, S1=186.55 mA, S2=104.40 mA, S3=84.93 mA, S4=66.47 mA
12:55:23:544 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=14.00, PA2=1.00, PA1=0.00, PA0=0.00
12:55:23:739 -> 804064,500,S0=65.50 mA, S1=119.30 mA, S2=104.60 mA, S3=88.30 mA, S4=67.07 mA
12:55:23:744 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=13.00, PA2=1.00, PA1=1.00, PA0=0.00
12:55:23:939 -> 804264,500,S0=65.15 mA, S1=126.70 mA, S2=104.43 mA, S3=89.60 mA, S4=70.02 mA
12:55:23:944 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=13.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:24:139 -> 804464,500,S0=95.02 mA, S1=120.07 mA, S2=104.82 mA, S3=57.08 mA, S4=67.93 mA
12:55:24:144 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=13.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:24:339 -> 804664,500,S0=46.20 mA, S1=82.65 mA, S2=104.87 mA, S3=89.65 mA, S4=66.68 mA
12:55:24:344 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=14.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:24:539 -> 804864,500,S0=91.65 mA, S1=120.62 mA, S2=104.40 mA, S3=87.62 mA, S4=66.87 mA
12:55:24:544 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=14.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:24:739 -> 805064,500,S0=97.10 mA, S1=90.25 mA, S2=104.25 mA, S3=68.07 mA, S4=65.90 mA
12:55:24:744 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=14.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:24:939 -> 805264,500,S0=68.62 mA, S1=81.68 mA, S2=105.93 mA, S3=89.22 mA, S4=68.00 mA
12:55:24:944 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=14.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:25:139 -> 805464,500,S0=103.25 mA, S1=127.93 mA, S2=104.77 mA, S3=89.85 mA, S4=66.82 mA
12:55:25:144 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=1.00, PA3=13.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:25:339 -> 805664,500,S0=67.32 mA, S1=77.50 mA, S2=106.00 mA, S3=90.27 mA, S4=67.85 mA
12:55:25:344 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=13.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:25:539 -> 805864,500,S0=67.52 mA, S1=124.32 mA, S2=104.70 mA, S3=91.12 mA, S4=68.57 mA
12:55:25:544 -> FSR Live: PB0=0.00, PA7=0.00, PA6=21.00, PA5=0.00, PA4=0.00, PA3=13.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:25:739 -> 806064,500,S0=71.40 mA, S1=128.00 mA, S2=105.75 mA, S3=88.82 mA, S4=66.50 mA
12:55:25:744 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=13.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:25:939 -> 806264,500,S0=65.82 mA, S1=128.48 mA, S2=104.62 mA, S3=90.62 mA, S4=65.97 mA
12:55:25:944 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=13.00, PA2=0.00, PA1=0.00, PA0=1.00
12:55:26:139 -> 806464,500,S0=45.30 mA, S1=126.07 mA, S2=105.77 mA, S3=88.80 mA, S4=64.57 mA
12:55:26:144 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:26:339 -> 806664,500,S0=103.27 mA, S1=119.45 mA, S2=104.30 mA, S3=89.72 mA, S4=63.18 mA
12:55:26:344 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=13.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:26:539 -> 806864,500,S0=57.47 mA, S1=86.75 mA, S2=105.10 mA, S3=90.32 mA, S4=65.87 mA
12:55:26:544 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=13.00, PA2=0.00, PA1=1.00, PA0=0.00
12:55:26:739 -> 807064,500,S0=46.38 mA, S1=128.48 mA, S2=105.62 mA, S3=88.32 mA, S4=67.43 mA
12:55:26:744 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=13.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:26:939 -> 807264,500,S0=105.35 mA, S1=119.80 mA, S2=104.68 mA, S3=89.10 mA, S4=70.25 mA
12:55:26:944 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=14.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:27:139 -> 807464,500,S0=102.80 mA, S1=124.40 mA, S2=105.57 mA, S3=91.50 mA, S4=65.95 mA
12:55:27:144 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=13.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:27:339 -> 807664,500,S0=65.97 mA, S1=102.68 mA, S2=106.10 mA, S3=90.60 mA, S4=62.20 mA
12:55:27:344 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=13.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:27:539 -> 807864,500,S0=79.25 mA, S1=174.05 mA, S2=104.65 mA, S3=90.85 mA, S4=63.45 mA
12:55:27:544 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=13.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:27:739 -> 808064,500,S0=64.15 mA, S1=58.50 mA, S2=105.90 mA, S3=88.15 mA, S4=66.35 mA
12:55:27:744 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=13.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:27:939 -> 808264,500,S0=68.45 mA, S1=190.15 mA, S2=105.43 mA, S3=89.00 mA, S4=67.85 mA
12:55:27:944 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=13.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:28:139 -> 808464,500,S0=98.12 mA, S1=173.18 mA, S2=105.50 mA, S3=88.97 mA, S4=64.20 mA
12:55:28:144 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=1.00, PA1=0.00, PA0=0.00
12:55:28:339 -> 808664,500,S0=105.75 mA, S1=120.85 mA, S2=104.57 mA, S3=89.52 mA, S4=66.95 mA
12:55:28:344 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:28:539 -> 808864,500,S0=67.72 mA, S1=121.85 mA, S2=104.60 mA, S3=88.77 mA, S4=45.95 mA
12:55:28:544 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:28:739 -> 809064,500,S0=101.70 mA, S1=115.32 mA, S2=105.37 mA, S3=89.93 mA, S4=67.32 mA
12:55:28:744 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=1.00, PA0=0.00
12:55:28:939 -> 809264,500,S0=73.45 mA, S1=117.55 mA, S2=104.52 mA, S3=118.12 mA, S4=62.20 mA
12:55:28:944 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:29:139 -> 809464,500,S0=63.53 mA, S1=150.98 mA, S2=106.00 mA, S3=89.27 mA, S4=67.32 mA
12:55:29:144 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=1.00, PA1=0.00, PA0=0.00
12:55:29:339 -> 809664,500,S0=69.50 mA, S1=119.72 mA, S2=105.40 mA, S3=88.18 mA, S4=64.97 mA
12:55:29:344 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=1.00, PA1=0.00, PA0=0.00
12:55:29:538 -> 809864,500,S0=100.43 mA, S1=126.35 mA, S2=104.95 mA, S3=131.75 mA, S4=62.75 mA
12:55:29:544 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=1.00, PA0=0.00
12:55:29:739 -> 810064,500,S0=66.70 mA, S1=261.08 mA, S2=105.18 mA, S3=88.25 mA, S4=68.43 mA
12:55:29:744 -> FSR Live: PB0=0.00, PA7=0.00, PA6=21.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:29:939 -> 810264,500,S0=91.12 mA, S1=123.02 mA, S2=104.47 mA, S3=87.22 mA, S4=67.37 mA
12:55:29:944 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:30:138 -> 810464,500,S0=48.40 mA, S1=123.52 mA, S2=105.80 mA, S3=87.25 mA, S4=67.40 mA
12:55:30:144 -> FSR Live: PB0=0.00, PA7=1.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=1.00, PA0=0.00
12:55:30:338 -> 810664,500,S0=46.43 mA, S1=120.18 mA, S2=104.80 mA, S3=87.52 mA, S4=64.07 mA
12:55:30:344 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:30:538 -> 810864,500,S0=65.95 mA, S1=122.40 mA, S2=104.75 mA, S3=87.87 mA, S4=64.68 mA
12:55:30:544 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:30:739 -> 811064,500,S0=103.75 mA, S1=116.18 mA, S2=104.60 mA, S3=87.62 mA, S4=64.27 mA
12:55:30:744 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:30:938 -> 811264,500,S0=66.68 mA, S1=182.27 mA, S2=104.77 mA, S3=93.25 mA, S4=64.85 mA
12:55:30:944 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=1.00
12:55:31:139 -> 811464,500,S0=96.95 mA, S1=123.72 mA, S2=105.85 mA, S3=86.55 mA, S4=62.53 mA
12:55:31:144 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:31:338 -> 811664,500,S0=66.62 mA, S1=133.88 mA, S2=105.25 mA, S3=87.02 mA, S4=68.30 mA
12:55:31:344 -> FSR Live: PB0=0.00, PA7=1.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:31:538 -> 811864,500,S0=105.47 mA, S1=124.43 mA, S2=105.60 mA, S3=82.37 mA, S4=65.95 mA
12:55:31:544 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:31:738 -> 812064,500,S0=99.90 mA, S1=127.40 mA, S2=105.47 mA, S3=85.52 mA, S4=65.85 mA
12:55:31:743 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:31:938 -> 812264,500,S0=72.90 mA, S1=182.05 mA, S2=104.43 mA, S3=55.20 mA, S4=68.50 mA
12:55:31:944 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=1.00, PA0=0.00
12:55:32:138 -> 812464,500,S0=68.40 mA, S1=120.85 mA, S2=105.45 mA, S3=85.12 mA, S4=63.08 mA
12:55:32:144 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:32:338 -> 812664,500,S0=106.70 mA, S1=116.27 mA, S2=104.68 mA, S3=66.60 mA, S4=67.18 mA
12:55:32:343 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:32:538 -> 812864,500,S0=68.43 mA, S1=123.32 mA, S2=105.60 mA, S3=82.93 mA, S4=68.00 mA
12:55:32:543 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:32:738 -> 813064,500,S0=45.85 mA, S1=127.95 mA, S2=104.60 mA, S3=82.70 mA, S4=66.37 mA
12:55:32:744 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:32:938 -> 813264,500,S0=67.52 mA, S1=121.82 mA, S2=105.75 mA, S3=82.50 mA, S4=52.08 mA
12:55:32:943 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:33:138 -> 813464,500,S0=66.27 mA, S1=184.73 mA, S2=105.60 mA, S3=83.32 mA, S4=62.40 mA
12:55:33:143 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:33:338 -> 813664,500,S0=101.10 mA, S1=116.47 mA, S2=105.68 mA, S3=84.30 mA, S4=66.22 mA
12:55:33:343 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=1.00, PA0=0.00
12:55:33:538 -> 813864,500,S0=45.55 mA, S1=122.72 mA, S2=104.77 mA, S3=84.37 mA, S4=64.18 mA
12:55:33:543 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:33:738 -> 814064,500,S0=103.50 mA, S1=120.12 mA, S2=105.77 mA, S3=84.57 mA, S4=66.27 mA
12:55:33:743 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:33:938 -> 814264,500,S0=66.75 mA, S1=119.20 mA, S2=105.52 mA, S3=82.75 mA, S4=90.70 mA
12:55:33:943 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=1.00
12:55:34:138 -> 814464,500,S0=65.52 mA, S1=122.25 mA, S2=104.97 mA, S3=82.85 mA, S4=62.08 mA
12:55:34:143 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:34:338 -> 814664,500,S0=68.37 mA, S1=126.97 mA, S2=104.57 mA, S3=84.65 mA, S4=63.78 mA
12:55:34:343 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=2.00, PA1=0.00, PA0=1.00
12:55:34:538 -> 814864,500,S0=82.55 mA, S1=76.52 mA, S2=105.07 mA, S3=52.70 mA, S4=62.93 mA
12:55:34:543 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:34:738 -> 815064,500,S0=68.93 mA, S1=75.20 mA, S2=104.95 mA, S3=78.93 mA, S4=63.40 mA
12:55:34:743 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:34:938 -> 815264,500,S0=99.85 mA, S1=78.07 mA, S2=105.82 mA, S3=84.93 mA, S4=63.70 mA
12:55:34:943 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=1.00, PA1=0.00, PA0=0.00
12:55:35:138 -> 815464,500,S0=104.40 mA, S1=94.40 mA, S2=105.68 mA, S3=80.10 mA, S4=68.25 mA
12:55:35:143 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:35:338 -> 815664,500,S0=107.10 mA, S1=118.15 mA, S2=106.10 mA, S3=84.40 mA, S4=64.35 mA
12:55:35:343 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:35:538 -> 815864,500,S0=66.32 mA, S1=123.30 mA, S2=105.95 mA, S3=88.35 mA, S4=69.02 mA
12:55:35:543 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:35:738 -> 816064,500,S0=66.77 mA, S1=124.27 mA, S2=105.82 mA, S3=77.62 mA, S4=64.97 mA
12:55:35:743 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:35:938 -> 816264,500,S0=68.12 mA, S1=133.83 mA, S2=105.87 mA, S3=80.18 mA, S4=69.97 mA
12:55:35:943 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:36:138 -> 816464,500,S0=95.12 mA, S1=121.62 mA, S2=105.37 mA, S3=118.25 mA, S4=65.55 mA
12:55:36:143 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:36:338 -> 816664,500,S0=67.80 mA, S1=120.87 mA, S2=104.72 mA, S3=77.68 mA, S4=65.93 mA
12:55:36:343 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:36:538 -> 816864,500,S0=66.93 mA, S1=80.45 mA, S2=105.97 mA, S3=78.37 mA, S4=65.87 mA
12:55:36:543 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:36:738 -> 817064,500,S0=65.82 mA, S1=177.00 mA, S2=105.80 mA, S3=79.82 mA, S4=61.70 mA
12:55:36:743 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:36:938 -> 817264,500,S0=67.20 mA, S1=119.93 mA, S2=106.07 mA, S3=79.18 mA, S4=64.05 mA
12:55:36:943 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:37:138 -> 817464,500,S0=69.95 mA, S1=122.60 mA, S2=105.32 mA, S3=75.75 mA, S4=62.70 mA
12:55:37:143 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:37:337 -> 817664,500,S0=61.53 mA, S1=121.27 mA, S2=105.15 mA, S3=116.82 mA, S4=63.47 mA
12:55:37:343 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:37:538 -> 817864,500,S0=52.80 mA, S1=120.25 mA, S2=104.75 mA, S3=79.85 mA, S4=67.32 mA
12:55:37:543 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:37:738 -> 818064,500,S0=45.45 mA, S1=120.60 mA, S2=105.32 mA, S3=120.45 mA, S4=68.12 mA
12:55:37:743 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:37:938 -> 818264,500,S0=67.93 mA, S1=123.77 mA, S2=105.68 mA, S3=113.60 mA, S4=62.78 mA
12:55:37:943 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:38:138 -> 818464,500,S0=108.82 mA, S1=119.80 mA, S2=105.70 mA, S3=79.87 mA, S4=46.83 mA
12:55:38:143 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=1.00, PA1=0.00, PA0=0.00
12:55:38:338 -> 818664,500,S0=64.12 mA, S1=119.68 mA, S2=106.15 mA, S3=76.02 mA, S4=64.75 mA
12:55:38:343 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:38:538 -> 818864,500,S0=53.65 mA, S1=120.47 mA, S2=106.00 mA, S3=78.18 mA, S4=64.35 mA
12:55:38:543 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:38:738 -> 819064,500,S0=66.02 mA, S1=121.97 mA, S2=106.10 mA, S3=80.70 mA, S4=62.65 mA
12:55:38:743 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:38:937 -> 819264,500,S0=66.40 mA, S1=146.18 mA, S2=105.52 mA, S3=79.95 mA, S4=67.75 mA
12:55:38:942 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:39:137 -> 819464,500,S0=46.13 mA, S1=83.62 mA, S2=105.30 mA, S3=82.57 mA, S4=70.02 mA
12:55:39:143 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:39:338 -> 819664,500,S0=64.05 mA, S1=120.90 mA, S2=105.12 mA, S3=63.03 mA, S4=62.30 mA
12:55:39:343 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:39:537 -> 819864,500,S0=56.28 mA, S1=173.68 mA, S2=105.70 mA, S3=112.62 mA, S4=62.18 mA
12:55:39:543 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:39:737 -> 820064,500,S0=74.40 mA, S1=77.50 mA, S2=104.80 mA, S3=118.40 mA, S4=62.33 mA
12:55:39:742 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=1.00, PA1=0.00, PA0=0.00
12:55:39:938 -> 820264,500,S0=104.57 mA, S1=116.02 mA, S2=104.82 mA, S3=78.72 mA, S4=63.53 mA
12:55:39:943 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=1.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:40:137 -> 820464,500,S0=68.00 mA, S1=77.50 mA, S2=105.05 mA, S3=75.50 mA, S4=65.37 mA
12:55:40:143 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=1.00
12:55:40:337 -> 820664,500,S0=68.90 mA, S1=174.50 mA, S2=105.07 mA, S3=75.30 mA, S4=65.12 mA
12:55:40:343 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=1.00, PA4=0.00, PA3=11.00, PA2=1.00, PA1=0.00, PA0=1.00
12:55:40:537 -> 820864,500,S0=66.05 mA, S1=87.05 mA, S2=105.02 mA, S3=78.62 mA, S4=64.27 mA
12:55:40:543 -> FSR Live: PB0=0.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:40:737 -> 821064,500,S0=106.50 mA, S1=122.85 mA, S2=104.93 mA, S3=85.55 mA, S4=64.47 mA
12:55:40:743 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:55:40:937 -> 821264,500,S0=67.82 mA, S1=123.75 mA, S2=104.97 mA, S3=122.07 mA, S4=64.07 mA
