10:54:13:865 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:32:780 -> FSR Live: PB0=39.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:32:969 -> 85769,2400,S0=51.30 mA, S1=22.75 mA, S2=48.50 mA, S3=48.43 mA, S4=53.15 mA
10:55:32:980 -> FSR Live: PB0=38.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:33:168 -> 85969,2400,S0=48.58 mA, S1=49.15 mA, S2=48.38 mA, S3=49.55 mA, S4=53.90 mA
10:55:33:180 -> FSR Live: PB0=38.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:33:369 -> 86169,2400,S0=50.63 mA, S1=48.10 mA, S2=48.28 mA, S3=49.28 mA, S4=50.53 mA
10:55:33:380 -> FSR Live: PB0=38.00, PA7=1.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:33:569 -> 86369,2400,S0=51.00 mA, S1=48.65 mA, S2=48.22 mA, S3=49.50 mA, S4=54.20 mA
10:55:33:580 -> FSR Live: PB0=38.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:33:768 -> 86569,2400,S0=50.85 mA, S1=47.83 mA, S2=48.13 mA, S3=48.38 mA, S4=52.83 mA
10:55:33:780 -> FSR Live: PB0=38.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:33:969 -> 86769,2400,S0=41.15 mA, S1=48.30 mA, S2=48.10 mA, S3=48.45 mA, S4=52.78 mA
10:55:33:980 -> FSR Live: PB0=38.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:34:169 -> 86969,2400,S0=50.18 mA, S1=46.85 mA, S2=48.00 mA, S3=48.45 mA, S4=53.38 mA
10:55:34:180 -> FSR Live: PB0=38.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:34:369 -> 87169,2400,S0=50.93 mA, S1=48.22 mA, S2=47.47 mA, S3=48.60 mA, S4=52.58 mA
10:55:34:380 -> FSR Live: PB0=38.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:34:569 -> 87369,2400,S0=51.33 mA, S1=49.38 mA, S2=48.20 mA, S3=49.28 mA, S4=50.53 mA
10:55:34:580 -> FSR Live: PB0=38.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:34:768 -> 87569,2400,S0=50.15 mA, S1=54.35 mA, S2=48.18 mA, S3=49.63 mA, S4=52.75 mA
10:55:34:780 -> FSR Live: PB0=38.00, PA7=0.00, PA6=24.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:34:968 -> 87769,2400,S0=51.22 mA, S1=48.47 mA, S2=47.58 mA, S3=49.03 mA, S4=52.78 mA
10:55:34:980 -> FSR Live: PB0=38.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:35:168 -> 87969,2400,S0=50.47 mA, S1=47.83 mA, S2=47.72 mA, S3=48.63 mA, S4=51.38 mA
10:55:35:180 -> FSR Live: PB0=39.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:35:369 -> 88169,2400,S0=12.98 mA, S1=49.25 mA, S2=48.22 mA, S3=49.47 mA, S4=52.38 mA
10:55:35:380 -> FSR Live: PB0=38.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:35:568 -> 88369,2400,S0=50.58 mA, S1=47.63 mA, S2=47.78 mA, S3=48.33 mA, S4=53.43 mA
10:55:35:580 -> FSR Live: PB0=39.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:35:769 -> 88569,2400,S0=70.07 mA, S1=48.08 mA, S2=48.08 mA, S3=48.83 mA, S4=51.83 mA
10:55:35:780 -> FSR Live: PB0=39.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:35:968 -> 88769,2400,S0=41.63 mA, S1=40.83 mA, S2=47.70 mA, S3=48.35 mA, S4=51.60 mA
10:55:35:980 -> FSR Live: PB0=39.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:36:168 -> 88969,2400,S0=100.95 mA, S1=47.18 mA, S2=48.15 mA, S3=48.30 mA, S4=51.28 mA
10:55:36:180 -> FSR Live: PB0=38.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:36:368 -> 89169,2400,S0=71.22 mA, S1=40.88 mA, S2=48.30 mA, S3=49.43 mA, S4=54.15 mA
10:55:36:379 -> FSR Live: PB0=38.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:36:568 -> 89369,2400,S0=44.03 mA, S1=44.53 mA, S2=48.13 mA, S3=50.20 mA, S4=43.47 mA
10:55:36:580 -> FSR Live: PB0=39.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:36:768 -> 89569,2400,S0=55.80 mA, S1=49.13 mA, S2=47.83 mA, S3=49.93 mA, S4=52.40 mA
10:55:36:779 -> FSR Live: PB0=38.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:36:968 -> 89769,2400,S0=51.83 mA, S1=63.93 mA, S2=47.88 mA, S3=49.97 mA, S4=53.28 mA
10:55:36:979 -> FSR Live: PB0=39.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:37:168 -> 89969,2400,S0=70.12 mA, S1=65.77 mA, S2=47.30 mA, S3=48.28 mA, S4=73.00 mA
10:55:37:180 -> FSR Live: PB0=39.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:37:368 -> 90169,2400,S0=50.08 mA, S1=40.47 mA, S2=47.85 mA, S3=49.75 mA, S4=41.70 mA
10:55:37:379 -> FSR Live: PB0=38.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:37:568 -> 90369,2400,S0=50.00 mA, S1=37.95 mA, S2=48.28 mA, S3=49.88 mA, S4=54.20 mA
10:55:37:579 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:37:768 -> 90569,2400,S0=49.53 mA, S1=48.10 mA, S2=48.10 mA, S3=48.93 mA, S4=53.40 mA
10:55:37:779 -> FSR Live: PB0=39.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:37:968 -> 90769,2400,S0=50.08 mA, S1=48.58 mA, S2=47.97 mA, S3=49.15 mA, S4=52.93 mA
10:55:37:980 -> FSR Live: PB0=39.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:38:168 -> 90969,2400,S0=51.22 mA, S1=48.30 mA, S2=48.35 mA, S3=49.70 mA, S4=52.58 mA
10:55:38:180 -> FSR Live: PB0=39.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:38:368 -> 91169,2400,S0=50.78 mA, S1=49.13 mA, S2=47.95 mA, S3=49.90 mA, S4=54.22 mA
10:55:38:379 -> FSR Live: PB0=39.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:38:568 -> 91369,2400,S0=41.70 mA, S1=47.15 mA, S2=48.13 mA, S3=48.33 mA, S4=51.28 mA
10:55:38:579 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:38:768 -> 91569,2400,S0=70.27 mA, S1=48.25 mA, S2=48.08 mA, S3=48.28 mA, S4=53.05 mA
10:55:38:779 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:38:968 -> 91769,2400,S0=50.18 mA, S1=48.03 mA, S2=47.88 mA, S3=50.10 mA, S4=54.00 mA
10:55:38:980 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=1.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:39:168 -> 91969,2400,S0=50.22 mA, S1=48.97 mA, S2=47.70 mA, S3=48.38 mA, S4=54.30 mA
10:55:39:179 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:39:368 -> 92169,2400,S0=45.85 mA, S1=46.90 mA, S2=48.20 mA, S3=49.03 mA, S4=53.63 mA
10:55:39:379 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=1.00, PA0=0.00
10:55:39:568 -> 92369,2400,S0=51.15 mA, S1=47.97 mA, S2=48.00 mA, S3=49.78 mA, S4=53.75 mA
10:55:39:579 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:39:768 -> 92569,2400,S0=51.35 mA, S1=62.15 mA, S2=47.78 mA, S3=48.58 mA, S4=52.88 mA
10:55:39:779 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:39:968 -> 92769,2400,S0=35.28 mA, S1=47.85 mA, S2=48.43 mA, S3=48.55 mA, S4=53.03 mA
10:55:39:979 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:40:168 -> 92969,2400,S0=49.95 mA, S1=48.00 mA, S2=48.08 mA, S3=48.35 mA, S4=53.93 mA
10:55:40:179 -> FSR Live: PB0=40.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:40:368 -> 93169,2400,S0=70.55 mA, S1=46.38 mA, S2=47.95 mA, S3=48.58 mA, S4=52.30 mA
10:55:40:379 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=1.00, PA1=0.00, PA0=0.00
10:55:40:568 -> 93369,2400,S0=51.80 mA, S1=49.28 mA, S2=47.97 mA, S3=49.45 mA, S4=53.18 mA
10:55:40:579 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:40:768 -> 93569,2400,S0=50.65 mA, S1=48.13 mA, S2=48.28 mA, S3=48.45 mA, S4=52.85 mA
10:55:40:779 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:40:968 -> 93769,2400,S0=51.10 mA, S1=41.55 mA, S2=47.80 mA, S3=48.18 mA, S4=54.08 mA
10:55:40:979 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:41:168 -> 93969,2400,S0=50.18 mA, S1=46.90 mA, S2=47.85 mA, S3=49.20 mA, S4=53.97 mA
10:55:41:179 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:41:368 -> 94169,2400,S0=50.00 mA, S1=93.25 mA, S2=47.88 mA, S3=49.38 mA, S4=75.77 mA
10:55:41:379 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:41:568 -> 94369,2400,S0=50.13 mA, S1=40.45 mA, S2=48.43 mA, S3=49.22 mA, S4=53.45 mA
10:55:41:579 -> FSR Live: PB0=41.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=1.00, PA1=0.00, PA0=0.00
10:55:41:768 -> 94569,2400,S0=50.20 mA, S1=47.83 mA, S2=47.83 mA, S3=48.38 mA, S4=54.08 mA
10:55:41:779 -> FSR Live: PB0=41.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:41:968 -> 94769,2400,S0=29.87 mA, S1=66.07 mA, S2=48.33 mA, S3=49.22 mA, S4=54.95 mA
10:55:41:979 -> FSR Live: PB0=41.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:42:168 -> 94969,2400,S0=69.32 mA, S1=48.30 mA, S2=48.33 mA, S3=48.70 mA, S4=51.35 mA
10:55:42:179 -> FSR Live: PB0=41.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:42:368 -> 95169,2400,S0=50.20 mA, S1=47.18 mA, S2=48.00 mA, S3=49.97 mA, S4=51.40 mA
10:55:42:379 -> FSR Live: PB0=41.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=1.00, PA0=0.00
10:55:42:568 -> 95369,2400,S0=70.57 mA, S1=49.33 mA, S2=48.13 mA, S3=48.83 mA, S4=52.93 mA
10:55:42:579 -> FSR Live: PB0=41.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=1.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=1.00
10:55:42:768 -> 95569,2400,S0=50.18 mA, S1=48.83 mA, S2=48.35 mA, S3=48.55 mA, S4=52.70 mA
10:55:42:779 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:42:968 -> 95769,2400,S0=58.45 mA, S1=48.50 mA, S2=48.18 mA, S3=49.72 mA, S4=52.85 mA
10:55:42:979 -> FSR Live: PB0=41.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:43:168 -> 95969,2400,S0=50.08 mA, S1=47.47 mA, S2=47.75 mA, S3=49.03 mA, S4=54.13 mA
10:55:43:179 -> FSR Live: PB0=41.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=1.00, PA1=0.00, PA0=0.00
10:55:43:368 -> 96169,2400,S0=71.00 mA, S1=48.13 mA, S2=47.55 mA, S3=48.53 mA, S4=53.03 mA
10:55:43:379 -> FSR Live: PB0=40.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=1.00, PA0=0.00
10:55:43:568 -> 96369,2400,S0=35.22 mA, S1=41.58 mA, S2=47.63 mA, S3=49.65 mA, S4=53.25 mA
10:55:43:579 -> FSR Live: PB0=41.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=1.00, PA1=0.00, PA0=0.00
10:55:43:768 -> 96569,2400,S0=51.30 mA, S1=40.43 mA, S2=48.13 mA, S3=48.13 mA, S4=53.63 mA
10:55:43:779 -> FSR Live: PB0=41.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:43:968 -> 96769,2400,S0=51.15 mA, S1=65.65 mA, S2=47.75 mA, S3=48.15 mA, S4=52.60 mA
10:55:43:979 -> FSR Live: PB0=41.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:44:168 -> 96969,2400,S0=51.90 mA, S1=47.97 mA, S2=47.97 mA, S3=49.93 mA, S4=52.50 mA
10:55:44:179 -> FSR Live: PB0=41.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=1.00, PA0=0.00
10:55:44:368 -> 97169,2400,S0=50.63 mA, S1=41.78 mA, S2=47.95 mA, S3=48.70 mA, S4=51.38 mA
10:55:44:379 -> FSR Live: PB0=41.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:44:568 -> 97369,2400,S0=51.10 mA, S1=48.95 mA, S2=48.33 mA, S3=48.15 mA, S4=71.10 mA
10:55:44:579 -> FSR Live: PB0=41.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:44:767 -> 97569,2400,S0=50.10 mA, S1=47.97 mA, S2=48.20 mA, S3=48.47 mA, S4=51.88 mA
10:55:44:779 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=1.00
10:55:44:968 -> 97769,2400,S0=51.08 mA, S1=58.35 mA, S2=47.80 mA, S3=48.85 mA, S4=54.05 mA
10:55:44:981 -> FSR Live: PB0=41.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:45:168 -> 97969,2400,S0=70.68 mA, S1=48.90 mA, S2=47.75 mA, S3=49.43 mA, S4=73.45 mA
10:55:45:179 -> FSR Live: PB0=41.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:45:368 -> 98169,2400,S0=71.25 mA, S1=48.25 mA, S2=47.70 mA, S3=48.47 mA, S4=52.75 mA
10:55:45:379 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:45:568 -> 98369,2400,S0=51.97 mA, S1=38.63 mA, S2=47.58 mA, S3=48.95 mA, S4=71.15 mA
10:55:45:579 -> FSR Live: PB0=40.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:45:768 -> 98569,2400,S0=51.18 mA, S1=64.07 mA, S2=47.93 mA, S3=49.10 mA, S4=73.02 mA
10:55:45:779 -> FSR Live: PB0=39.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:45:968 -> 98769,2400,S0=50.70 mA, S1=48.63 mA, S2=47.80 mA, S3=49.53 mA, S4=52.47 mA
10:55:45:979 -> FSR Live: PB0=40.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:46:168 -> 98969,2400,S0=35.45 mA, S1=48.18 mA, S2=47.70 mA, S3=49.20 mA, S4=53.75 mA
10:55:46:179 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:46:368 -> 99169,2400,S0=50.83 mA, S1=47.90 mA, S2=47.93 mA, S3=48.18 mA, S4=52.80 mA
10:55:46:379 -> FSR Live: PB0=39.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=1.00, PA1=0.00, PA0=0.00
10:55:46:567 -> 99369,2400,S0=50.20 mA, S1=47.93 mA, S2=48.45 mA, S3=49.00 mA, S4=42.15 mA
10:55:46:579 -> FSR Live: PB0=40.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=1.00
10:55:46:767 -> 99569,2400,S0=50.40 mA, S1=48.78 mA, S2=47.53 mA, S3=48.18 mA, S4=52.43 mA
10:55:46:779 -> FSR Live: PB0=40.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:46:967 -> 99769,2400,S0=50.30 mA, S1=48.25 mA, S2=47.43 mA, S3=49.65 mA, S4=51.60 mA
10:55:46:979 -> FSR Live: PB0=40.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:47:167 -> 99969,2400,S0=41.72 mA, S1=47.03 mA, S2=47.97 mA, S3=48.90 mA, S4=42.30 mA
10:55:47:179 -> FSR Live: PB0=40.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:47:368 -> 100169,2400,S0=50.25 mA, S1=48.00 mA, S2=47.90 mA, S3=47.93 mA, S4=52.60 mA
10:55:47:379 -> FSR Live: PB0=40.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:47:567 -> 100369,2400,S0=50.00 mA, S1=47.75 mA, S2=47.60 mA, S3=49.15 mA, S4=50.30 mA
10:55:47:578 -> FSR Live: PB0=39.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:47:767 -> 100569,2400,S0=49.60 mA, S1=49.13 mA, S2=48.25 mA, S3=49.97 mA, S4=41.50 mA
10:55:47:779 -> FSR Live: PB0=40.00, PA7=1.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:47:968 -> 100769,2400,S0=50.08 mA, S1=63.88 mA, S2=47.43 mA, S3=49.33 mA, S4=54.00 mA
10:55:47:979 -> FSR Live: PB0=39.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:48:167 -> 100969,2400,S0=50.00 mA, S1=62.35 mA, S2=48.38 mA, S3=49.20 mA, S4=53.25 mA
10:55:48:179 -> FSR Live: PB0=40.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:48:368 -> 101169,2400,S0=64.85 mA, S1=44.33 mA, S2=47.93 mA, S3=49.00 mA, S4=53.05 mA
10:55:48:379 -> FSR Live: PB0=39.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:48:567 -> 101369,2400,S0=50.83 mA, S1=48.20 mA, S2=48.33 mA, S3=49.85 mA, S4=42.88 mA
10:55:48:578 -> FSR Live: PB0=39.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=1.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:48:767 -> 101569,2400,S0=51.83 mA, S1=47.55 mA, S2=47.83 mA, S3=48.28 mA, S4=53.53 mA
10:55:48:778 -> FSR Live: PB0=39.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:48:967 -> 101769,2400,S0=49.95 mA, S1=52.68 mA, S2=48.35 mA, S3=49.30 mA, S4=52.55 mA
10:55:48:978 -> FSR Live: PB0=39.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:49:167 -> 101969,2400,S0=41.05 mA, S1=47.83 mA, S2=48.30 mA, S3=21.05 mA, S4=53.45 mA
10:55:49:179 -> FSR Live: PB0=39.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:49:367 -> 102169,2400,S0=41.28 mA, S1=48.35 mA, S2=48.22 mA, S3=50.58 mA, S4=51.43 mA
10:55:49:378 -> FSR Live: PB0=39.00, PA7=1.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:49:567 -> 102369,2400,S0=70.90 mA, S1=40.65 mA, S2=48.08 mA, S3=49.10 mA, S4=52.97 mA
10:55:49:579 -> FSR Live: PB0=39.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:49:767 -> 102569,2400,S0=50.90 mA, S1=37.80 mA, S2=48.03 mA, S3=48.35 mA, S4=52.55 mA
10:55:49:779 -> FSR Live: PB0=39.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:49:967 -> 102769,2400,S0=50.05 mA, S1=64.30 mA, S2=48.15 mA, S3=49.20 mA, S4=51.55 mA
10:55:49:979 -> FSR Live: PB0=39.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:50:167 -> 102969,2400,S0=70.82 mA, S1=43.33 mA, S2=48.20 mA, S3=48.63 mA, S4=50.40 mA
10:55:50:179 -> FSR Live: PB0=39.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:50:367 -> 103169,2400,S0=50.00 mA, S1=48.00 mA, S2=47.53 mA, S3=49.78 mA, S4=54.38 mA
10:55:50:378 -> FSR Live: PB0=38.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=1.00, PA3=12.00, PA2=0.00, PA1=0.00, PA0=0.00
10:55:50:567 -> 103369,2400,S0=51.10 mA, S1=47.03 mA, S2=47.78 mA, S3=48.75 mA, S4=52.85 mA
10:55:50:578 -> FSR Live: PB0=39.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=1.00
10:55:50:767 -> 103569,2400,S0=50.72 mA, S1=47.95 mA, S2=48.25 mA, S3=49.53 mA, S4=50.58 mA
