Shampoo Bottle 
, S1=43.00 mA, S2=9.65 mA, S3=42.58 mA, S4=50.60 mA
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
A3=21.69, PA2=0.04, PA1=0.03, PA0=0.05
