11:23:24:225 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:44:910 -> Moving servos (us): 1724
11:23:44:914 -> Moving servos (us): 1725
11:23:44:914 -> Moving servos (us): 1725
11:23:44:914 -> Moving servos (us): 1725
11:23:44:924 -> Moving servos (us): 1727
11:23:44:924 -> Moving servos (us): 1727
11:23:44:927 -> Moving servos (us): 1728
11:23:44:927 -> Moving servos (us): 1728
11:23:44:931 -> Moving servos (us): 1728
11:23:44:931 -> Moving servos (us): 1729
11:23:44:931 -> Moving servos (us): 1730
11:23:44:936 -> Moving servos (us): 1730
11:23:44:936 -> Moving servos (us): 1731
11:23:44:941 -> Moving servos (us): 1731
11:23:44:941 -> Moving servos (us): 1732
11:23:44:941 -> Moving servos (us): 1732
11:23:44:947 -> Moving servos (us): 1733
11:23:44:947 -> Moving servos (us): 1733
11:23:44:952 -> Moving servos (us): 1733
11:23:44:952 -> Moving servos (us): 1735
11:23:44:957 -> Moving servos (us): 1735
11:23:44:957 -> Moving servos (us): 1736
11:23:44:957 -> Moving servos (us): 1736
11:23:44:963 -> Moving servos (us): 1736
11:23:44:963 -> Moving servos (us): 1737
11:23:44:968 -> Moving servos (us): 1737
11:23:44:968 -> Moving servos (us): 1739
11:23:44:973 -> Moving servos (us): 1739
11:23:44:973 -> Moving servos (us): 1740
11:23:44:973 -> Moving servos (us): 1740
11:23:44:981 -> Moving servos (us): 1740
11:23:44:981 -> Moving servos (us): 1741
11:23:44:993 -> Moving servos (us): 1741
11:23:44:993 -> Moving servos (us): 1742
11:23:44:993 -> Moving servos (us): 1742
11:23:44:994 -> Moving servos (us): 1743
11:23:44:994 -> Moving servos (us): 1744
11:23:45:000 -> Moving servos (us): 1744
11:23:45:000 -> Moving servos (us): 1745
11:23:45:000 -> Moving servos (us): 1745
11:23:45:000 -> Moving servos (us): 1746
11:23:45:000 -> Moving servos (us): 1746
11:23:45:006 -> Moving servos (us): 1747
11:23:45:006 -> Moving servos (us): 1748
11:23:45:011 -> Moving servos (us): 1748
11:23:45:011 -> Moving servos (us): 1748
11:23:45:011 -> Moving servos (us): 1749
11:23:45:017 -> Moving servos (us): 1749
11:23:45:017 -> Moving servos (us): 1750
11:23:45:022 -> Moving servos (us): 1751
11:23:45:022 -> Moving servos (us): 1751
11:23:45:028 -> Moving servos (us): 1751
11:23:45:028 -> Moving servos (us): 1752
11:23:45:028 -> Moving servos (us): 1753
11:23:45:038 -> Moving servos (us): 1753
11:23:45:038 -> Moving servos (us): 1754
11:23:45:038 -> Moving servos (us): 1755
11:23:45:038 -> Moving servos (us): 1755
11:23:45:045 -> Moving servos (us): 1756
11:23:45:045 -> Moving servos (us): 1756
11:23:45:045 -> Moving servos (us): 1757
11:23:45:049 -> Moving servos (us): 1757
11:23:45:049 -> Moving servos (us): 1758
11:23:45:055 -> Moving servos (us): 1758
11:23:45:055 -> Moving servos (us): 1759
11:23:45:055 -> Moving servos (us): 1760
11:23:45:062 -> Moving servos (us): 1760
11:23:45:062 -> Moving servos (us): 1760
11:23:45:065 -> Moving servos (us): 1760
11:23:45:065 -> Moving servos (us): 1761
11:23:45:071 -> Moving servos (us): 1762
11:23:45:071 -> Moving servos (us): 1763
11:23:45:071 -> Moving servos (us): 1763
11:23:45:076 -> Moving servos (us): 1764
11:23:45:076 -> Moving servos (us): 1764
11:23:45:085 -> 39932,1764,S0=189.38 mA, S1=36.05 mA, S2=65.55 mA, S3=38.15 mA, S4=40.93 mA
11:23:45:088 -> FSR Live: PB0=37.00, PA7=0.00, PA6=24.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=1.00, PA1=0.00, PA0=0.00
11:23:45:099 -> Moving servos (us): 1768
11:23:45:099 -> Moving servos (us): 1769
11:23:45:099 -> Moving servos (us): 1769
11:23:45:104 -> Moving servos (us): 1771
11:23:45:104 -> Moving servos (us): 1771
11:23:45:110 -> Moving servos (us): 1771
11:23:45:110 -> Moving servos (us): 1771
11:23:45:110 -> Moving servos (us): 1772
11:23:45:115 -> Moving servos (us): 1773
11:23:45:115 -> Moving servos (us): 1774
11:23:45:121 -> Moving servos (us): 1774
11:23:45:121 -> Moving servos (us): 1774
11:23:45:127 -> Moving servos (us): 1775
11:23:45:127 -> Moving servos (us): 1776
11:23:45:127 -> Moving servos (us): 1776
11:23:45:131 -> Moving servos (us): 1777
11:23:45:131 -> Moving servos (us): 1778
11:23:45:139 -> Moving servos (us): 1778
11:23:45:139 -> Moving servos (us): 1778
11:23:45:142 -> Moving servos (us): 1779
11:23:45:142 -> Moving servos (us): 1780
11:23:45:142 -> Moving servos (us): 1780
11:23:45:148 -> Moving servos (us): 1780
11:23:45:148 -> Moving servos (us): 1781
11:23:45:153 -> Moving servos (us): 1781
11:23:45:153 -> Moving servos (us): 1783
11:23:45:153 -> Moving servos (us): 1783
11:23:45:159 -> Moving servos (us): 1783
11:23:45:159 -> Moving servos (us): 1784
11:23:45:164 -> Moving servos (us): 1784
11:23:45:164 -> Moving servos (us): 1785
11:23:45:170 -> Moving servos (us): 1785
11:23:45:170 -> Moving servos (us): 1785
11:23:45:170 -> Moving servos (us): 1787
11:23:45:175 -> Moving servos (us): 1787
11:23:45:175 -> Moving servos (us): 1788
11:23:45:180 -> Moving servos (us): 1788
11:23:45:180 -> Moving servos (us): 1788
11:23:45:180 -> Moving servos (us): 1789
11:23:45:186 -> Moving servos (us): 1789
11:23:45:186 -> Moving servos (us): 1790
11:23:45:191 -> Moving servos (us): 1791
11:23:45:191 -> Moving servos (us): 1791
11:23:45:197 -> Moving servos (us): 1792
11:23:45:197 -> Moving servos (us): 1792
11:23:45:197 -> Moving servos (us): 1793
11:23:45:204 -> Moving servos (us): 1793
11:23:45:204 -> Moving servos (us): 1794
11:23:45:207 -> Moving servos (us): 1794
11:23:45:207 -> Moving servos (us): 1795
11:23:45:213 -> Moving servos (us): 1796
11:23:45:213 -> Moving servos (us): 1796
11:23:45:213 -> Moving servos (us): 1797
11:23:45:218 -> Moving servos (us): 1797
11:23:45:218 -> Moving servos (us): 1797
11:23:45:223 -> Moving servos (us): 1798
11:23:45:223 -> Moving servos (us): 1799
11:23:45:223 -> Moving servos (us): 1800
11:23:45:229 -> Moving servos (us): 1800
11:23:45:229 -> Moving servos (us): 1800
11:23:45:234 -> Moving servos (us): 1801
11:23:45:234 -> Moving servos (us): 1801
11:23:45:239 -> Moving servos (us): 1802
11:23:45:239 -> Moving servos (us): 1803
11:23:45:239 -> Moving servos (us): 1803
11:23:45:245 -> Moving servos (us): 1803
11:23:45:245 -> Moving servos (us): 1804
11:23:45:250 -> Moving servos (us): 1805
11:23:45:250 -> Moving servos (us): 1805
11:23:45:250 -> Moving servos (us): 1806
11:23:45:256 -> Moving servos (us): 1806
11:23:45:256 -> Moving servos (us): 1807
11:23:45:261 -> Moving servos (us): 1808
11:23:45:261 -> Moving servos (us): 1808
11:23:45:267 -> Moving servos (us): 1808
11:23:45:267 -> Moving servos (us): 1809
11:23:45:267 -> Moving servos (us): 1809
11:23:45:272 -> Moving servos (us): 1810
11:23:45:272 -> Moving servos (us): 1811
11:23:45:278 -> Moving servos (us): 1812
11:23:45:278 -> Moving servos (us): 1812
11:23:45:283 -> Moving servos (us): 1812
11:23:45:283 -> 40132,1812,S0=40.47 mA, S1=819.17 mA, S2=81.50 mA, S3=64.50 mA, S4=20.85 mA
11:23:45:288 -> FSR Live: PB0=38.00, PA7=0.00, PA6=23.00, PA5=2.00, PA4=0.00, PA3=13.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:45:299 -> Moving servos (us): 1817
11:23:45:299 -> Moving servos (us): 1817
11:23:45:307 -> Moving servos (us): 1817
11:23:45:307 -> Moving servos (us): 1818
11:23:45:313 -> Moving servos (us): 1818
11:23:45:313 -> Moving servos (us): 1820
11:23:45:313 -> Moving servos (us): 1820
11:23:45:315 -> Moving servos (us): 1820
11:23:45:315 -> Moving servos (us): 1821
11:23:45:321 -> Moving servos (us): 1821
11:23:45:321 -> Moving servos (us): 1822
11:23:45:321 -> Moving servos (us): 1823
11:23:45:326 -> Moving servos (us): 1823
11:23:45:326 -> Moving servos (us): 1823
11:23:45:331 -> Moving servos (us): 1824
11:23:45:331 -> Moving servos (us): 1825
11:23:45:337 -> Moving servos (us): 1825
11:23:45:337 -> Moving servos (us): 1826
11:23:45:337 -> Moving servos (us): 1826
11:23:45:342 -> Moving servos (us): 1826
11:23:45:342 -> Moving servos (us): 1828
11:23:45:348 -> Moving servos (us): 1828
11:23:45:348 -> Moving servos (us): 1828
11:23:45:348 -> Moving servos (us): 1829
11:23:45:353 -> Moving servos (us): 1829
11:23:45:353 -> Moving servos (us): 1830
11:23:45:358 -> Moving servos (us): 1831
11:23:45:358 -> Moving servos (us): 1831
11:23:45:364 -> Moving servos (us): 1831
11:23:45:364 -> Moving servos (us): 1832
11:23:45:364 -> Moving servos (us): 1833
11:23:45:369 -> Moving servos (us): 1833
11:23:45:369 -> Moving servos (us): 1834
11:23:45:375 -> Moving servos (us): 1835
11:23:45:375 -> Moving servos (us): 1835
11:23:45:380 -> Moving servos (us): 1835
11:23:45:380 -> Moving servos (us): 1836
11:23:45:380 -> Moving servos (us): 1837
11:23:45:385 -> Moving servos (us): 1837
11:23:45:385 -> Moving servos (us): 1837
11:23:45:391 -> Moving servos (us): 1838
11:23:45:391 -> Moving servos (us): 1838
11:23:45:391 -> Moving servos (us): 1840
11:23:45:397 -> Moving servos (us): 1840
11:23:45:397 -> Moving servos (us): 1840
11:23:45:402 -> Moving servos (us): 1841
11:23:45:402 -> Moving servos (us): 1841
11:23:45:407 -> Moving servos (us): 1842
11:23:45:407 -> Moving servos (us): 1842
11:23:45:407 -> Moving servos (us): 1842
11:23:45:413 -> Moving servos (us): 1844
11:23:45:413 -> Moving servos (us): 1844
11:23:45:418 -> Moving servos (us): 1845
11:23:45:418 -> Moving servos (us): 1845
11:23:45:418 -> Moving servos (us): 1845
11:23:45:424 -> Moving servos (us): 1846
11:23:45:424 -> Moving servos (us): 1846
11:23:45:430 -> Moving servos (us): 1847
11:23:45:430 -> Moving servos (us): 1848
11:23:45:434 -> Moving servos (us): 1849
11:23:45:434 -> Moving servos (us): 1849
11:23:45:434 -> Moving servos (us): 1849
11:23:45:440 -> Moving servos (us): 1850
11:23:45:440 -> Moving servos (us): 1850
11:23:45:445 -> Moving servos (us): 1852
11:23:45:445 -> Moving servos (us): 1852
11:23:45:450 -> Moving servos (us): 1852
11:23:45:450 -> Moving servos (us): 1852
11:23:45:450 -> Moving servos (us): 1853
11:23:45:456 -> Moving servos (us): 1854
11:23:45:456 -> Moving servos (us): 1855
11:23:45:461 -> Moving servos (us): 1855
11:23:45:461 -> Moving servos (us): 1855
11:23:45:461 -> Moving servos (us): 1855
11:23:45:467 -> Moving servos (us): 1857
11:23:45:467 -> Moving servos (us): 1857
11:23:45:472 -> Moving servos (us): 1857
11:23:45:472 -> Moving servos (us): 1858
11:23:45:477 -> Moving servos (us): 1858
11:23:45:477 -> Moving servos (us): 1859
11:23:45:477 -> Moving servos (us): 1860
11:23:45:483 -> Moving servos (us): 1860
11:23:45:483 -> 40334,1860,S0=41.60 mA, S1=48.60 mA, S2=136.38 mA, S3=95.95 mA, S4=107.75 mA
11:23:45:488 -> FSR Live: PB0=38.00, PA7=0.00, PA6=24.00, PA5=0.00, PA4=0.00, PA3=14.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:45:499 -> Moving servos (us): 1865
11:23:45:505 -> Moving servos (us): 1865
11:23:45:505 -> Moving servos (us): 1866
11:23:45:505 -> Moving servos (us): 1866
11:23:45:510 -> Moving servos (us): 1867
11:23:45:510 -> Moving servos (us): 1867
11:23:45:515 -> Moving servos (us): 1868
11:23:45:515 -> Moving servos (us): 1869
11:23:45:515 -> Moving servos (us): 1869
11:23:45:521 -> Moving servos (us): 1869
11:23:45:521 -> Moving servos (us): 1869
11:23:45:526 -> Moving servos (us): 1870
11:23:45:526 -> Moving servos (us): 1871
11:23:45:532 -> Moving servos (us): 1872
11:23:45:532 -> Moving servos (us): 1872
11:23:45:532 -> Moving servos (us): 1872
11:23:45:537 -> Moving servos (us): 1873
11:23:45:537 -> Moving servos (us): 1874
11:23:45:542 -> Moving servos (us): 1874
11:23:45:542 -> Moving servos (us): 1874
11:23:45:547 -> Moving servos (us): 1875
11:23:45:547 -> Moving servos (us): 1876
11:23:45:547 -> Moving servos (us): 1876
11:23:45:553 -> Moving servos (us): 1877
11:23:45:553 -> Moving servos (us): 1877
11:23:45:559 -> Moving servos (us): 1878
11:23:45:559 -> Moving servos (us): 1878
11:23:45:559 -> Moving servos (us): 1879
11:23:45:564 -> Moving servos (us): 1879
11:23:45:564 -> Moving servos (us): 1880
11:23:45:569 -> Moving servos (us): 1881
11:23:45:569 -> Moving servos (us): 1881
11:23:45:575 -> Moving servos (us): 1882
11:23:45:575 -> Moving servos (us): 1882
11:23:45:575 -> Moving servos (us): 1883
11:23:45:580 -> Moving servos (us): 1883
11:23:45:580 -> Moving servos (us): 1884
11:23:45:586 -> Moving servos (us): 1884
11:23:45:586 -> Moving servos (us): 1885
11:23:45:586 -> Moving servos (us): 1886
11:23:45:592 -> Moving servos (us): 1886
11:23:45:592 -> Moving servos (us): 1887
11:23:45:596 -> Moving servos (us): 1887
11:23:45:596 -> Moving servos (us): 1887
11:23:45:604 -> Moving servos (us): 1889
11:23:45:604 -> Moving servos (us): 1889
11:23:45:604 -> Moving servos (us): 1889
11:23:45:607 -> Moving servos (us): 1889
11:23:45:607 -> Moving servos (us): 1890
11:23:45:613 -> Moving servos (us): 1891
11:23:45:613 -> Moving servos (us): 1892
11:23:45:618 -> Moving servos (us): 1892
11:23:45:618 -> Moving servos (us): 1892
11:23:45:618 -> Moving servos (us): 1893
11:23:45:623 -> Moving servos (us): 1894
11:23:45:623 -> Moving servos (us): 1894
11:23:45:629 -> Moving servos (us): 1894
11:23:45:629 -> Moving servos (us): 1895
11:23:45:629 -> Moving servos (us): 1895
11:23:45:634 -> Moving servos (us): 1897
11:23:45:634 -> Moving servos (us): 1897
11:23:45:640 -> Moving servos (us): 1897
11:23:45:640 -> Moving servos (us): 1897
11:23:45:645 -> Moving servos (us): 1898
11:23:45:645 -> Moving servos (us): 1899
11:23:45:645 -> Moving servos (us): 1899
11:23:45:651 -> Moving servos (us): 1901
11:23:45:651 -> Moving servos (us): 1901
11:23:45:656 -> Moving servos (us): 1901
11:23:45:656 -> Moving servos (us): 1901
11:23:45:656 -> Moving servos (us): 1902
11:23:45:662 -> Moving servos (us): 1903
11:23:45:662 -> Moving servos (us): 1903
11:23:45:667 -> Moving servos (us): 1904
11:23:45:667 -> Moving servos (us): 1904
11:23:45:673 -> Moving servos (us): 1905
11:23:45:673 -> Moving servos (us): 1906
11:23:45:673 -> Moving servos (us): 1906
11:23:45:677 -> Moving servos (us): 1906
11:23:45:677 -> Moving servos (us): 1907
11:23:45:683 -> Moving servos (us): 1907
11:23:45:689 -> 40537,1907,S0=41.78 mA, S1=24.82 mA, S2=70.35 mA, S3=40.72 mA, S4=126.80 mA
11:23:45:694 -> FSR Live: PB0=38.00, PA7=0.00, PA6=18.00, PA5=1.00, PA4=0.00, PA3=14.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:45:700 -> Moving servos (us): 1912
11:23:45:705 -> Moving servos (us): 1912
11:23:45:705 -> Moving servos (us): 1913
11:23:45:710 -> Moving servos (us): 1915
11:23:45:710 -> Moving servos (us): 1915
11:23:45:716 -> Moving servos (us): 1915
11:23:45:716 -> Moving servos (us): 1915
11:23:45:716 -> Moving servos (us): 1916
11:23:45:721 -> Moving servos (us): 1917
11:23:45:721 -> Moving servos (us): 1917
11:23:45:727 -> Moving servos (us): 1918
11:23:45:727 -> Moving servos (us): 1918
11:23:45:727 -> Moving servos (us): 1918
11:23:45:732 -> Moving servos (us): 1920
11:23:45:732 -> Moving servos (us): 1920
11:23:45:739 -> Moving servos (us): 1921
11:23:45:739 -> Moving servos (us): 1921
11:23:45:743 -> Moving servos (us): 1921
11:23:45:743 -> Moving servos (us): 1922
11:23:45:743 -> Moving servos (us): 1923
11:23:45:749 -> Moving servos (us): 1923
11:23:45:749 -> Moving servos (us): 1924
11:23:45:756 -> Moving servos (us): 1924
11:23:45:756 -> Moving servos (us): 1925
11:23:45:756 -> Moving servos (us): 1925
11:23:45:759 -> Moving servos (us): 1926
11:23:45:759 -> Moving servos (us): 1926
11:23:45:764 -> Moving servos (us): 1926
11:23:45:764 -> Moving servos (us): 1928
11:23:45:770 -> Moving servos (us): 1928
11:23:45:770 -> Moving servos (us): 1929
11:23:45:770 -> Moving servos (us): 1929
11:23:45:775 -> Moving servos (us): 1930
11:23:45:775 -> Moving servos (us): 1930
11:23:45:783 -> Moving servos (us): 1931
11:23:45:783 -> Moving servos (us): 1932
11:23:45:786 -> Moving servos (us): 1932
11:23:45:786 -> Moving servos (us): 1932
11:23:45:786 -> Moving servos (us): 1932
11:23:45:794 -> Moving servos (us): 1933
11:23:45:794 -> Moving servos (us): 1934
11:23:45:797 -> Moving servos (us): 1935
11:23:45:797 -> Moving servos (us): 1935
11:23:45:797 -> Moving servos (us): 1935
11:23:45:802 -> Moving servos (us): 1936
11:23:45:802 -> Moving servos (us): 1937
11:23:45:808 -> Moving servos (us): 1937
11:23:45:808 -> Moving servos (us): 1938
11:23:45:813 -> Moving servos (us): 1939
11:23:45:813 -> Moving servos (us): 1939
11:23:45:813 -> Moving servos (us): 1939
11:23:45:820 -> Moving servos (us): 1940
11:23:45:820 -> Moving servos (us): 1941
11:23:45:824 -> Moving servos (us): 1941
11:23:45:824 -> Moving servos (us): 1941
11:23:45:824 -> Moving servos (us): 1942
11:23:45:832 -> Moving servos (us): 1942
11:23:45:832 -> Moving servos (us): 1944
11:23:45:835 -> Moving servos (us): 1944
11:23:45:835 -> Moving servos (us): 1944
11:23:45:840 -> Moving servos (us): 1945
11:23:45:840 -> Moving servos (us): 1945
11:23:45:840 -> Moving servos (us): 1946
11:23:45:846 -> Moving servos (us): 1947
11:23:45:846 -> Moving servos (us): 1947
11:23:45:851 -> Moving servos (us): 1947
11:23:45:851 -> Moving servos (us): 1948
11:23:45:858 -> Moving servos (us): 1949
11:23:45:858 -> Moving servos (us): 1949
11:23:45:858 -> Moving servos (us): 1950
11:23:45:864 -> Moving servos (us): 1950
11:23:45:864 -> Moving servos (us): 1950
11:23:45:867 -> Moving servos (us): 1952
11:23:45:867 -> Moving servos (us): 1952
11:23:45:867 -> Moving servos (us): 1952
11:23:45:873 -> Moving servos (us): 1952
11:23:45:873 -> Moving servos (us): 1953
11:23:45:878 -> Moving servos (us): 1954
11:23:45:878 -> Moving servos (us): 1954
11:23:45:883 -> Moving servos (us): 1955
11:23:45:883 -> Moving servos (us): 1955
11:23:45:883 -> Moving servos (us): 1956
11:23:45:891 -> 40741,1956,S0=44.08 mA, S1=19.15 mA, S2=83.87 mA, S3=40.08 mA, S4=20.30 mA
11:23:45:896 -> FSR Live: PB0=38.00, PA7=0.00, PA6=21.00, PA5=0.00, PA4=0.00, PA3=14.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:45:907 -> Moving servos (us): 1961
11:23:45:907 -> Moving servos (us): 1961
11:23:45:916 -> Moving servos (us): 1961
11:23:45:916 -> Moving servos (us): 1963
11:23:45:916 -> Moving servos (us): 1963
11:23:45:919 -> Moving servos (us): 1964
11:23:45:919 -> Moving servos (us): 1964
11:23:45:923 -> Moving servos (us): 1964
11:23:45:923 -> Moving servos (us): 1965
11:23:45:923 -> Moving servos (us): 1966
11:23:45:929 -> Moving servos (us): 1966
11:23:45:929 -> Moving servos (us): 1967
11:23:45:934 -> Moving servos (us): 1967
11:23:45:934 -> Moving servos (us): 1968
11:23:45:940 -> Moving servos (us): 1968
11:23:45:940 -> Moving servos (us): 1969
11:23:45:940 -> Moving servos (us): 1969
11:23:45:946 -> Moving servos (us): 1970
11:23:45:946 -> Moving servos (us): 1971
11:23:45:951 -> Moving servos (us): 1971
11:23:45:951 -> Moving servos (us): 1972
11:23:45:951 -> Moving servos (us): 1972
11:23:45:956 -> Moving servos (us): 1972
11:23:45:956 -> Moving servos (us): 1973
11:23:45:963 -> Moving servos (us): 1973
11:23:45:963 -> Moving servos (us): 1974
11:23:45:967 -> Moving servos (us): 1975
11:23:45:967 -> Moving servos (us): 1975
11:23:45:967 -> Moving servos (us): 1976
11:23:45:972 -> Moving servos (us): 1976
11:23:45:972 -> Moving servos (us): 1977
11:23:45:977 -> Moving servos (us): 1978
11:23:45:977 -> Moving servos (us): 1978
11:23:45:983 -> Moving servos (us): 1978
11:23:45:983 -> Moving servos (us): 1979
11:23:45:983 -> Moving servos (us): 1980
11:23:45:989 -> Moving servos (us): 1980
11:23:45:989 -> Moving servos (us): 1981
11:23:45:994 -> Moving servos (us): 1981
11:23:45:994 -> Moving servos (us): 1981
11:23:45:994 -> Moving servos (us): 1983
11:23:45:999 -> Moving servos (us): 1983
11:23:45:999 -> Moving servos (us): 1983
11:23:46:004 -> Moving servos (us): 1984
11:23:46:004 -> Moving servos (us): 1984
11:23:46:010 -> Moving servos (us): 1985
11:23:46:010 -> Moving servos (us): 1985
11:23:46:010 -> Moving servos (us): 1987
11:23:46:015 -> Moving servos (us): 1987
11:23:46:015 -> Moving servos (us): 1987
11:23:46:021 -> Moving servos (us): 1987
11:23:46:021 -> Moving servos (us): 1988
11:23:46:021 -> Moving servos (us): 1989
11:23:46:026 -> Moving servos (us): 1989
11:23:46:026 -> Moving servos (us): 1990
11:23:46:032 -> Moving servos (us): 1990
11:23:46:032 -> Moving servos (us): 1991
11:23:46:037 -> Moving servos (us): 1992
11:23:46:037 -> Moving servos (us): 1992
11:23:46:037 -> Moving servos (us): 1992
11:23:46:042 -> Moving servos (us): 1993
11:23:46:042 -> Moving servos (us): 1993
11:23:46:048 -> Moving servos (us): 1994
11:23:46:048 -> Moving servos (us): 1995
11:23:46:053 -> Moving servos (us): 1996
11:23:46:053 -> Moving servos (us): 1996
11:23:46:053 -> Moving servos (us): 1996
11:23:46:058 -> Moving servos (us): 1997
11:23:46:058 -> Moving servos (us): 1997
11:23:46:064 -> Moving servos (us): 1998
11:23:46:064 -> Moving servos (us): 1999
11:23:46:064 -> Moving servos (us): 1999
11:23:46:069 -> Moving servos (us): 1999
11:23:46:069 -> Moving servos (us): 2000
11:23:46:076 -> Moving servos (us): 2001
11:23:46:076 -> Moving servos (us): 2001
11:23:46:080 -> Moving servos (us): 2002
11:23:46:080 -> Moving servos (us): 2002
11:23:46:080 -> Moving servos (us): 2003
11:23:46:086 -> Moving servos (us): 2003
11:23:46:086 -> Moving servos (us): 2004
11:23:46:093 -> Moving servos (us): 2004
11:23:46:093 -> 40944,2004,S0=56.15 mA, S1=39.40 mA, S2=78.40 mA, S3=38.68 mA, S4=468.85 mA
11:23:46:098 -> FSR Live: PB0=38.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=1.00, PA1=0.00, PA0=0.00
11:23:46:109 -> Moving servos (us): 2009
11:23:46:109 -> Moving servos (us): 2009
11:23:46:114 -> Moving servos (us): 2009
11:23:46:114 -> Moving servos (us): 2011
11:23:46:120 -> Moving servos (us): 2011
11:23:46:120 -> Moving servos (us): 2012
11:23:46:120 -> Moving servos (us): 2012
11:23:46:125 -> Moving servos (us): 2012
11:23:46:125 -> Moving servos (us): 2013
11:23:46:130 -> Moving servos (us): 2014
11:23:46:130 -> Moving servos (us): 2015
11:23:46:136 -> Moving servos (us): 2015
11:23:46:136 -> Moving servos (us): 2016
11:23:46:136 -> Moving servos (us): 2016
11:23:46:144 -> Moving servos (us): 2016
11:23:46:144 -> Moving servos (us): 2017
11:23:46:147 -> Moving servos (us): 2017
11:23:46:147 -> Moving servos (us): 2019
11:23:46:152 -> Moving servos (us): 2019
11:23:46:152 -> Moving servos (us): 2019
11:23:46:152 -> Moving servos (us): 2020
11:23:46:157 -> Moving servos (us): 2020
11:23:46:157 -> Moving servos (us): 2021
11:23:46:163 -> Moving servos (us): 2022
11:23:46:163 -> Moving servos (us): 2022
11:23:46:163 -> Moving servos (us): 2022
11:23:46:170 -> Moving servos (us): 2023
11:23:46:170 -> Moving servos (us): 2024
11:23:46:174 -> Moving servos (us): 2024
11:23:46:174 -> Moving servos (us): 2025
11:23:46:179 -> Moving servos (us): 2025
11:23:46:179 -> Moving servos (us): 2025
11:23:46:179 -> Moving servos (us): 2027
11:23:46:184 -> Moving servos (us): 2027
11:23:46:184 -> Moving servos (us): 2027
11:23:46:190 -> Moving servos (us): 2027
11:23:46:190 -> Moving servos (us): 2028
11:23:46:190 -> Moving servos (us): 2029
11:23:46:195 -> Moving servos (us): 2030
11:23:46:195 -> Moving servos (us): 2030
11:23:46:200 -> Moving servos (us): 2030
11:23:46:200 -> Moving servos (us): 2031
11:23:46:206 -> Moving servos (us): 2032
11:23:46:206 -> Moving servos (us): 2032
11:23:46:206 -> Moving servos (us): 2033
11:23:46:211 -> Moving servos (us): 2033
11:23:46:211 -> Moving servos (us): 2033
11:23:46:217 -> Moving servos (us): 2035
11:23:46:217 -> Moving servos (us): 2035
11:23:46:222 -> Moving servos (us): 2036
11:23:46:222 -> Moving servos (us): 2036
11:23:46:222 -> Moving servos (us): 2036
11:23:46:228 -> Moving servos (us): 2037
11:23:46:228 -> Moving servos (us): 2037
11:23:46:234 -> Moving servos (us): 2039
11:23:46:234 -> Moving servos (us): 2039
11:23:46:234 -> Moving servos (us): 2039
11:23:46:239 -> Moving servos (us): 2039
11:23:46:239 -> Moving servos (us): 2040
11:23:46:244 -> Moving servos (us): 2041
11:23:46:244 -> Moving servos (us): 2041
11:23:46:249 -> Moving servos (us): 2042
11:23:46:249 -> Moving servos (us): 2042
11:23:46:249 -> Moving servos (us): 2043
11:23:46:255 -> Moving servos (us): 2044
11:23:46:255 -> Moving servos (us): 2044
11:23:46:260 -> Moving servos (us): 2044
11:23:46:260 -> Moving servos (us): 2045
11:23:46:260 -> Moving servos (us): 2045
11:23:46:265 -> Moving servos (us): 2046
11:23:46:265 -> Moving servos (us): 2046
11:23:46:271 -> Moving servos (us): 2047
11:23:46:271 -> Moving servos (us): 2048
11:23:46:276 -> Moving servos (us): 2048
11:23:46:276 -> Moving servos (us): 2049
11:23:46:276 -> Moving servos (us): 2049
11:23:46:282 -> Moving servos (us): 2050
11:23:46:282 -> Moving servos (us): 2051
11:23:46:287 -> Moving servos (us): 2051
11:23:46:287 -> Moving servos (us): 2052
11:23:46:292 -> Moving servos (us): 2052
11:23:46:298 -> 41146,2052,S0=38.80 mA, S1=44.97 mA, S2=188.20 mA, S3=35.35 mA, S4=18.52 mA
11:23:46:303 -> FSR Live: PB0=38.00, PA7=0.00, PA6=21.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:46:309 -> Moving servos (us): 2057
11:23:46:314 -> Moving servos (us): 2057
11:23:46:314 -> Moving servos (us): 2058
11:23:46:319 -> Moving servos (us): 2059
11:23:46:319 -> Moving servos (us): 2059
11:23:46:325 -> Moving servos (us): 2060
11:23:46:325 -> Moving servos (us): 2060
11:23:46:325 -> Moving servos (us): 2061
11:23:46:330 -> Moving servos (us): 2062
11:23:46:330 -> Moving servos (us): 2062
11:23:46:336 -> Moving servos (us): 2062
11:23:46:336 -> Moving servos (us): 2063
11:23:46:336 -> Moving servos (us): 2063
11:23:46:341 -> Moving servos (us): 2064
11:23:46:341 -> Moving servos (us): 2065
11:23:46:346 -> Moving servos (us): 2065
11:23:46:346 -> Moving servos (us): 2065
11:23:46:353 -> Moving servos (us): 2066
11:23:46:353 -> Moving servos (us): 2067
